Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
4,34,23835.41,4,4,4,12
105,12,5345.55,2,4,4,10
730,1,105.78000000000002,1,1,1,3
179,6,647.4,2,3,2,7
166,4,813.0,2,3,2,7
19,4,1042.57,4,3,3,10
158,6,952.11,2,3,3,8
415,1,169.0,1,1,1,3
204,4,599.9,2,3,2,7
336,4,2170.35,2,3,3,8
515,3,539.03,1,2,2,5
37,5,1259.06,3,3,3,9
91,6,1411.84,3,3,3,9
93,2,877.4399999999999,3,2,3,8
9,2,922.53,4,2,3,9
233,2,511.32,2,2,2,6
45,4,748.5,3,3,2,8
23,1,30.0,4,1,1,6
190,13,2270.34,2,4,4,10
44,3,532.49,3,2,2,7
25,18,2764.14,4,4,4,12
317,8,1215.95,2,4,3,9
661,2,283.73,1,2,1,4
106,1,138.14,2,1,1,4
51,7,1212.35,3,3,3,9
168,5,4015.12,2,3,4,9
472,2,632.9399999999999,1,2,2,5
40,1,301.32,3,1,1,5
218,1,76.32000000000001,2,1,1,4
40,5,677.69,3,3,2,8
297,3,315.2,2,2,1,5
19,10,2635.4900000000002,4,4,4,12
725,1,45.300000000000004,1,1,1,3
88,10,6409.84,3,4,4,11
73,18,6217.85,3,4,4,11
81,4,542.04,3,3,2,8
9,5,3324.09,4,3,4,11
49,3,1305.63,3,2,3,8
53,3,1893.89,3,2,3,8
24,4,781.28,4,3,2,9
9,12,4464.4800000000005,4,4,4,12
18,16,2480.2,4,4,4,12
599,3,316.99,1,2,1,4
117,2,524.54,2,2,2,6
547,6,147.8,1,3,1,5
450,1,55.980000000000004,1,1,1,3
420,1,90.0,1,1,1,3
9,11,2981.5,4,4,4,12
419,1,190.57,1,1,1,3
120,3,521.03,2,2,2,6
4,2,239.76,4,2,1,7
252,5,511.8,2,3,2,7
28,1,191.04,3,1,1,5
659,1,37.5,1,1,1,3
1,29,10566.46,4,4,4,12
267,4,1131.04,2,3,3,8
33,21,3757.4700000000003,3,4,4,11
690,1,246.75,1,1,1,3
624,1,46.2,1,1,1,3
18,1,309.65,4,1,1,6
172,3,664.03,2,2,2,6
2,4,1542.14,4,3,3,10
476,2,140.39000000000001,1,2,1,4
265,1,211.5,2,1,1,4
140,8,3744.1800000000003,2,4,4,10
201,1,143.1,2,1,1,4
60,7,1001.8100000000001,3,3,3,9
35,4,945.58,3,3,3,9
41,14,4323.9800000000005,3,4,4,11
284,2,327.85,2,2,2,6
417,1,898.87,1,1,3,5
557,2,420.25,1,2,2,5
9,13,3467.46,4,4,4,12
143,6,985.99,2,3,3,8
12,5,784.8100000000001,4,3,2,9
556,5,658.02,1,3,2,6
146,11,3056.81,2,4,4,10
234,5,607.0,2,3,2,7
540,1,293.79,1,1,1,3
33,39,10134.36,3,4,4,11
24,2,741.92,4,2,2,8
12,1,507.08,4,1,2,7
36,15,5120.05,3,4,4,11
365,4,947.65,2,3,3,8
201,5,299.8,2,3,1,6
15,1,415.25,4,1,2,7
390,1,321.91,1,1,1,3
17,15,9445.51,4,4,4,12
49,3,409.80000000000007,3,2,2,7
198,5,154.70000000000002,2,3,1,6
66,7,1708.18,3,3,3,9
554,1,125.3,1,1,1,3
212,12,1637.52,2,4,3,9
283,1,162.3,2,1,1,4
115,4,2263.3,2,3,4,9
421,1,327.68,1,1,2,4
430,3,1717.27,1,2,3,6
15,12,1121.21,4,4,3,11
19,45,13342.12,4,4,4,12
66,1,449.12,3,1,2,6
49,1,154.88,3,1,1,5
458,2,208.62,1,2,1,4
619,1,156.87,1,1,1,3
16,4,784.46,4,3,2,9
78,1,34.8,3,1,1,5
9,6,1071.24,4,3,3,10
134,2,182.96,2,2,1,5
13,10,2560.66,4,4,4,12
40,3,614.7600000000001,3,2,2,7
235,4,21535.9,2,3,4,9
3,24,6692.551,4,4,4,12
461,14,1318.84,1,4,3,8
40,10,4199.09,3,4,4,11
305,1,79.2,2,1,1,4
51,12,3001.86,3,4,4,11
1,20,5936.95,4,4,4,12
61,4,532.96,3,3,2,8
66,6,2940.36,3,3,4,10
25,1,205.25,4,1,1,6
218,10,810.98,2,4,2,8
631,5,-5795.87,1,3,1,5
443,1,143.05,1,1,1,3
65,2,583.75,3,2,2,7
32,3,1048.67,3,2,3,8
81,14,4453.28,3,4,4,11
667,1,370.63,1,1,2,4
64,4,799.66,3,3,2,8
641,2,-242.70000000000002,1,2,1,4
116,36,15559.46,2,4,4,10
7,51,84269.38,4,4,4,12
613,1,321.45,1,1,1,3
604,3,1006.54,1,2,3,6
418,1,280.88,1,1,1,3
6,2,774.52,4,2,2,8
69,7,1324.2,3,3,3,9
245,2,150.5,2,2,1,5
133,1,241.62,2,1,1,4
241,9,1732.1599999999999,2,4,3,9
431,1,307.95,1,1,1,3
463,2,124.08000000000001,1,2,1,4
184,3,475.28000000000003,2,2,2,6
25,4,333.56,4,3,2,9
10,6,3985.65,4,3,4,11
11,1,246.3,4,1,1,6
468,2,848.3299999999999,1,2,3,6
30,26,5825.33,3,4,4,11
44,9,8392.85,3,4,4,11
26,3,948.05,3,2,3,8
501,2,215.53,1,2,1,4
358,7,1932.01,2,3,3,8
10,1,220.85,4,1,1,6
44,9,3541.79,3,4,4,11
400,2,933.84,1,2,3,6
9,9,2382.92,4,4,4,12
736,2,777.0,1,2,2,5
150,8,1979.8700000000001,2,4,3,9
1,22,5019.95,4,4,4,12
113,6,2821.08,2,3,4,9
493,3,1535.37,1,2,3,6
76,4,1424.29,3,3,3,9
107,7,1242.58,2,3,3,8
46,4,1042.19,3,3,3,9
143,3,-451.42,2,2,1,5
51,4,1929.66,3,3,3,9
1,19,3848.55,4,4,4,12
23,40,9708.92,4,4,4,12
46,3,784.58,3,2,2,7
50,6,1807.57,3,3,3,9
306,24,18248.83,2,4,4,10
36,9,862.88,3,4,3,10
79,13,2724.8,3,4,4,11
17,10,3843.2200000000003,4,4,4,12
107,13,5186.17,2,4,4,10
208,2,1303.9099999999999,2,2,3,7
3,8,2531.84,4,4,4,12
64,5,2100.6,3,3,3,9
542,3,93.3,1,2,1,4
421,3,2766.4,1,2,4,7
588,1,340.5,1,1,2,4
49,11,3911.28,3,4,4,11
320,1,206.98,2,1,1,4
44,2,570.96,3,2,2,7
3,8,1777.91,4,4,3,11
337,6,3033.86,2,3,4,9
453,2,890.94,1,2,3,6
172,1,532.94,2,1,2,5
51,6,2583.13,3,3,4,10
73,42,3430.96,3,4,4,11
375,1,1108.82,2,1,3,6
99,2,636.14,2,2,2,6
29,2,547.7,3,2,2,7
58,4,747.76,3,3,2,8
254,1,836.79,2,1,2,5
738,1,80.4,1,1,1,3
70,9,3600.29,3,4,4,11
44,4,954.09,3,3,3,9
45,2,117.47,3,2,1,6
65,2,777.01,3,2,2,7
11,38,73404.11,4,4,4,12
25,5,1020.74,4,3,3,10
59,3,345.66,3,2,2,7
64,12,2716.5,3,4,4,11
388,3,528.75,1,2,2,5
304,1,118.95000000000002,2,1,1,4
46,1,130.73999999999998,3,1,1,5
18,14,4273.65,4,4,4,12
385,1,107.01,1,1,1,3
38,5,822.57,3,3,2,8
622,1,139.94,1,1,1,3
596,1,-5876.34,1,1,1,3
19,6,1058.72,4,3,3,10
527,1,109.73,1,1,1,3
187,3,257.26,2,2,1,5
52,1,110.8,3,1,1,5
4,21,5583.81,4,4,4,12
137,6,1052.72,2,3,3,8
4,58,33817.44,4,4,4,12
19,2,570.48,4,2,2,8
16,15,3917.87,4,4,4,12
432,1,438.46,1,1,2,4
41,17,2505.21,3,4,4,11
12,15,4217.99,4,4,4,12
8,13,2928.29,4,4,4,12
26,5,358.7,3,3,2,8
22,9,2014.22,4,4,3,11
41,5,2248.92,3,3,4,10
101,1,230.53,2,1,1,4
5,35,8974.85,4,4,4,12
583,1,94.53,1,1,1,3
277,3,323.65999999999997,2,2,1,5
33,4,862.61,3,3,3,9
437,1,33.099999999999994,1,1,1,3
15,4,795.68,4,3,2,9
493,5,138.23999999999998,1,3,1,5
63,25,11135.0,3,4,4,11
646,1,111.72,1,1,1,3
409,2,1449.1399999999999,1,2,3,6
2,3,440.78,4,2,2,8
562,2,330.77,1,2,2,5
404,4,1157.3,1,3,3,7
369,2,626.5600000000001,2,2,2,6
312,8,438.24,2,4,2,8
199,10,1448.91,2,4,3,9
2,2,396.48,4,2,2,8
432,3,243.75000000000003,1,2,1,4
93,20,1737.57,3,4,3,10
60,4,1052.8700000000001,3,3,3,9
407,3,1027.15,1,2,3,6
80,4,402.12,3,3,2,8
157,9,1795.83,2,4,3,9
395,5,535.65,1,3,2,6
227,1,524.52,2,1,2,5
669,1,128.2,1,1,1,3
482,1,305.28000000000003,1,1,1,3
253,2,420.29,2,2,2,6
150,1,179.17,2,1,1,4
625,1,-1899.67,1,1,1,3
194,2,222.05,2,2,1,5
1,29,5534.36,4,4,4,12
369,1,112.5,2,1,1,4
24,5,890.5,4,3,3,10
17,9,684.23,4,4,2,10
380,1,145.01,2,1,1,4
10,15,8859.82,4,4,4,12
8,1,164.68,4,1,1,6
543,1,114.69,1,1,1,3
20,12,2467.89,4,4,4,12
4,3,967.45,4,2,3,9
491,2,764.57,1,2,2,5
174,1,191.94,2,1,1,4
1,15,2681.8,4,4,4,12
448,10,1401.55,1,4,3,8
178,9,1074.7,2,4,3,9
534,1,6.300000000000001,1,1,1,3
378,2,205.99,2,2,1,5
402,1,429.21,1,1,2,4
16,17,3277.67,4,4,4,12
248,5,560.63,2,3,2,7
191,3,582.88,2,2,2,6
20,2,910.61,4,2,3,9
154,9,571.64,2,4,2,8
173,4,802.11,2,3,2,7
372,2,727.2,2,2,2,6
373,1,254.16,2,1,1,4
731,1,102.82,1,1,1,3
194,1,207.15,2,1,1,4
542,1,134.44,1,1,1,3
647,1,123.39,1,1,1,3
656,1,293.53,1,1,1,3
644,1,594.0,1,1,2,4
67,1,426.63,3,1,2,6
428,1,239.9,1,1,1,3
4,11,2461.85,4,4,4,12
21,3,1107.46,4,2,3,9
418,2,2190.66,1,2,4,7
239,3,108.03999999999999,2,2,1,5
379,2,282.79,2,2,1,5
64,1,145.35,3,1,1,5
112,9,734.81,2,4,2,8
90,17,9047.64,3,4,4,11
311,3,-3.552713678800501e-15,2,2,1,5
513,2,230.6,1,2,1,4
134,1,337.44,2,1,2,5
650,2,271.28999999999996,1,2,1,4
277,4,2164.24,2,3,3,8
365,4,827.27,2,3,2,7
503,3,2304.18,1,2,4,7
83,1,1708.24,3,1,3,7
8,3,1509.0900000000001,4,2,3,9
17,2,364.72,4,2,2,8
2,13,6938.51,4,4,4,12
1,4,974.52,4,3,3,10
34,4,806.57,3,3,2,8
15,21,3524.7,4,4,4,12
589,1,190.75,1,1,1,3
24,25,8622.61,4,4,4,12
551,2,617.6,1,2,2,5
32,3,930.1,3,2,3,8
74,4,492.99,3,3,2,8
682,3,579.49,1,2,2,5
374,5,394.0,2,3,2,7
379,1,451.28999999999996,2,1,2,5
449,1,295.83,1,1,1,3
20,2,470.76,4,2,2,8
663,1,272.96000000000004,1,1,1,3
17,14,2999.34,4,4,4,12
444,2,399.58,1,2,2,5
23,13,3019.2,4,4,4,12
388,1,418.05,1,1,2,4
3,6,1043.85,4,3,3,10
304,2,1017.32,2,2,3,7
18,20,4930.43,4,4,4,12
456,5,1810.27,1,3,3,7
236,5,780.39,2,3,2,7
39,8,3429.55,3,4,4,11
84,1,371.01,3,1,2,6
165,6,1746.6399999999999,2,3,3,8
17,2,1054.73,4,2,3,9
77,5,3272.62,3,3,4,10
603,1,329.22,1,1,2,4
89,9,6546.28,3,4,4,11
25,27,9268.07,4,4,4,12
605,1,324.51,1,1,1,3
22,8,3958.8199999999997,4,4,4,12
3,32,8671.12,4,4,4,12
123,8,2610.28,2,4,4,10
30,2,354.42,3,2,2,7
12,8,1682.13,4,4,3,11
19,3,770.09,4,2,2,8
376,2,372.51,2,2,2,6
44,7,2010.05,3,3,3,9
534,1,150.55,1,1,1,3
4,3,896.6,4,2,3,9
9,10,2756.82,4,4,4,12
55,5,1198.84,3,3,3,9
414,1,696.19,1,1,2,4
88,8,1671.0,3,4,3,10
617,1,-23.4,1,1,1,3
37,21,8220.39,3,4,4,11
736,1,20.4,1,1,1,3
3,3,12393.7,4,2,4,10
381,2,519.06,2,2,2,6
625,1,169.21,1,1,1,3
30,10,5613.83,3,4,4,11
475,5,2146.39,1,3,3,7
12,11,2403.77,4,4,4,12
211,2,347.17,2,2,2,6
48,7,3075.14,3,3,4,10
24,15,5384.13,4,4,4,12
22,4,992.71,4,3,3,10
246,12,1722.1100000000001,2,4,3,9
8,30,5867.01,4,4,4,12
35,5,2989.79,3,3,4,10
4,94,52788.92,4,4,4,12
36,6,1121.02,3,3,3,9
4,4,690.54,4,3,2,9
3,14,2495.04,4,4,4,12
47,5,1553.83,3,3,3,9
39,4,698.13,3,3,2,8
2,35,16640.15,4,4,4,12
17,3,851.01,4,2,3,9
395,2,532.25,1,2,2,5
260,1,628.28,2,1,2,5
46,3,719.81,3,2,2,7
12,3,484.2,4,2,2,8
30,1,439.65999999999997,3,1,2,6
43,1,236.09,3,1,1,5
92,18,1799.8400000000001,3,4,3,10
596,1,82.2,1,1,1,3
39,125,91800.91,3,4,4,11
310,1,331.24,2,1,2,5
92,2,548.94,3,2,2,7
456,6,1970.45,1,3,3,7
6,36,10692.39,4,4,4,12
196,7,925.77,2,3,3,8
560,1,217.73,1,1,1,3
87,4,2556.84,3,3,4,10
270,7,1489.44,2,3,3,8
8,4,454.33000000000004,4,3,2,9
424,3,449.65,1,2,2,5
65,8,2383.7000000000003,3,4,4,11
31,3,3166.4,3,2,4,9
22,11,2153.0,4,4,3,11
38,8,1856.5900000000001,3,4,3,10
435,1,340.84000000000003,1,1,2,4
120,9,3187.03,2,4,4,10
562,1,235.78,1,1,1,3
682,1,107.14,1,1,1,3
86,6,1056.53,3,3,3,9
40,6,1899.68,3,3,3,9
174,3,300.7,2,2,1,5
682,1,188.44,1,1,1,3
54,1,362.06,3,1,2,6
33,8,3606.14,3,4,4,11
145,7,2090.68,2,3,3,8
221,1,134.8,2,1,1,4
45,1,664.85,3,1,2,6
4,17,3202.07,4,4,4,12
406,1,62.7,1,1,1,3
66,12,3217.77,3,4,4,11
401,3,541.95,1,2,2,5
269,3,44.95,2,2,1,5
10,8,2863.45,4,4,4,12
260,1,335.32,2,1,2,5
725,1,111.0,1,1,1,3
365,10,2365.62,2,4,4,10
17,5,1521.87,4,3,3,10
563,6,3026.19,1,3,4,8
594,1,122.93,1,1,1,3
418,1,457.7,1,1,2,4
22,2,852.15,4,2,3,9
45,4,1076.8,3,3,3,9
288,4,4328.89,2,3,4,9
292,2,94.35,2,2,1,5
390,1,265.25,1,1,1,3
503,3,726.98,1,2,2,5
3,11,2173.53,4,4,3,11
574,2,600.0,1,2,2,5
284,2,362.99,2,2,2,6
17,3,1352.0,4,2,3,9
82,6,472.9,3,3,2,8
56,8,4460.18,3,4,4,11
670,1,106.75,1,1,1,3
101,4,2351.42,2,3,4,9
299,1,436.18,2,1,2,5
23,13,2337.73,4,4,4,12
59,11,2862.91,3,4,4,11
389,5,1739.92,1,3,3,7
576,2,1437.43,1,2,3,6
386,2,271.44,1,2,1,4
624,1,205.91,1,1,1,3
155,2,315.06,2,2,1,5
99,10,1515.49,2,4,3,9
107,1,17.0,2,1,1,4
12,19,3599.16,4,4,4,12
456,1,447.05,1,1,2,4
264,4,1584.97,2,3,3,8
240,1,185.04999999999998,2,1,1,4
88,14,4448.1,3,4,4,11
50,8,1568.25,3,4,3,10
463,1,582.64,1,1,2,4
9,7,3167.42,4,3,4,11
42,3,1842.14,3,2,3,8
7,27,6002.76,4,4,4,12
62,11,2515.36,3,4,4,11
249,5,2386.19,2,3,4,9
66,1,108.38,3,1,1,5
18,7,3204.1600000000003,4,3,4,11
85,8,2171.93,3,4,3,10
219,4,923.58,2,3,3,8
45,4,1819.27,3,3,3,9
428,1,562.48,1,1,2,4
143,4,195.73999999999998,2,3,1,6
183,1,161.38,2,1,1,4
171,1,135.75000000000003,2,1,1,4
10,12,2575.14,4,4,4,12
206,2,592.88,2,2,2,6
190,4,650.05,2,3,2,7
393,5,4255.43,1,3,4,8
8,8,1720.81,4,4,3,11
59,7,3041.91,3,3,4,10
57,6,1457.19,3,3,3,9
73,6,1001.34,3,3,3,9
52,1,307.78,3,1,1,5
316,6,1709.39,2,3,3,8
367,14,4587.65,2,4,4,10
29,15,14646.800000000001,3,4,4,11
39,2,801.31,3,2,2,7
18,14,3748.4,4,4,4,12
407,3,1396.05,1,2,3,6
422,4,987.48,1,3,3,7
52,15,9866.27,3,4,4,11
544,2,664.1999999999999,1,2,2,5
4,78,22228.88,4,4,4,12
22,7,2119.99,4,3,3,10
263,2,819.45,2,2,2,6
60,5,921.08,3,3,3,9
680,1,422.7,1,1,2,4
368,4,894.45,2,3,3,8
19,5,1111.15,4,3,3,10
53,5,1536.19,3,3,3,9
88,2,955.94,3,2,3,8
250,1,535.34,2,1,2,5
3,16,4866.88,4,4,4,12
247,1,175.2,2,1,1,4
9,29,6693.6,4,4,4,12
157,4,946.38,2,3,3,8
134,7,2367.02,2,3,4,9
296,4,370.37,2,3,2,7
5,3,422.22,4,2,2,8
39,20,4154.69,3,4,4,11
599,1,-4217.59,1,1,1,3
269,1,1829.04,2,1,3,6
50,13,5037.51,3,4,4,11
682,1,-10.5,1,1,1,3
382,6,781.05,1,3,2,6
9,26,5933.59,4,4,4,12
16,4,644.24,4,3,2,9
522,10,611.32,1,4,2,7
282,5,1230.29,2,3,3,8
64,4,1009.4499999999999,3,3,3,9
2,57,12448.960000000001,4,4,4,12
252,1,37.4,2,1,1,4
225,14,2263.63,2,4,4,10
17,4,802.53,4,3,2,9
505,1,79.9,1,1,1,3
428,4,327.48,1,3,2,6
414,6,1149.8700000000001,1,3,3,7
11,73,10539.08,4,4,4,12
8,4,1822.97,4,3,3,10
51,25,6813.67,3,4,4,11
59,1,73.2,3,1,1,5
95,8,1884.55,3,4,3,10
16,7,1406.57,4,3,3,10
126,7,2246.75,2,3,4,9
94,7,1836.44,3,3,3,9
421,7,1964.04,1,3,3,7
50,12,2141.61,3,4,3,10
138,2,612.6,2,2,2,6
61,1,215.83,3,1,1,5
100,16,16170.27,2,4,4,10
73,1,305.54,3,1,1,5
72,9,9971.65,3,4,4,11
67,4,1077.81,3,3,3,9
64,7,1155.54,3,3,3,9
17,3,644.72,4,2,2,8
23,30,8983.91,4,4,4,12
32,17,6841.24,3,4,4,11
45,6,1077.71,3,3,3,9
16,2,215.48,4,2,1,7
40,8,2723.55,3,4,4,11
3,40,15162.12,4,4,4,12
736,1,351.3,1,1,2,4
237,2,630.43,2,2,2,6
375,1,308.59999999999997,2,1,1,4
723,1,323.25,1,1,1,3
489,1,93.3,1,1,1,3
469,9,2016.71,1,4,3,8
75,2,1030.0410000000002,3,2,3,8
392,7,942.75,1,3,3,7
4,13,5629.95,4,4,4,12
3,6,2070.17,4,3,3,10
361,11,2467.04,2,4,4,10
59,7,1110.79,3,3,3,9
23,4,939.24,4,3,3,10
31,7,1830.61,3,3,3,9
55,14,2597.37,3,4,4,11
25,1,394.38,4,1,2,7
45,10,3440.45,3,4,4,11
89,9,4146.78,3,4,4,11
2,37,38304.06,4,4,4,12
81,4,1086.34,3,3,3,9
19,5,1284.56,4,3,3,10
79,1,159.0,3,1,1,5
171,4,2038.25,2,3,3,8
81,1,242.35,3,1,1,5
267,1,914.9300000000001,2,1,3,6
235,4,259.39000000000004,2,3,1,6
30,19,4343.6,3,4,4,11
501,1,40.8,1,1,1,3
728,1,-10.17,1,1,1,3
37,10,2229.0099999999998,3,4,4,11
318,2,1345.22,2,2,3,7
375,2,1102.3500000000001,2,2,3,7
57,5,1616.54,3,3,3,9
45,18,2821.9100000000003,3,4,4,11
203,5,672.1700000000001,2,3,2,7
219,6,948.82,2,3,3,8
374,4,886.1600000000001,2,3,3,8
87,7,2835.36,3,3,4,10
190,2,542.03,2,2,2,6
379,4,1078.22,2,3,3,8
33,10,2692.02,3,4,4,11
71,12,1818.71,3,4,3,10
474,4,312.78,1,3,1,5
41,11,1990.6100000000001,3,4,3,10
78,1,432.2,3,1,2,6
437,1,136.65,1,1,1,3
423,1,63.66,1,1,1,3
57,7,1450.9,3,3,3,9
8,5,3693.81,4,3,4,11
10,16,4329.31,4,4,4,12
8,18,7433.3,4,4,4,12
34,2,409.1,3,2,2,7
212,2,2579.38,2,2,4,8
24,5,1352.3600000000001,4,3,3,10
460,2,827.25,1,2,2,5
170,1,114.56,2,1,1,4
62,1,152.94,3,1,1,5
53,5,1800.07,3,3,3,9
261,3,791.38,2,2,2,6
512,1,128.31,1,1,1,3
366,2,-295.09,2,2,1,5
32,9,7276.91,3,4,4,11
378,3,985.14,2,2,3,7
17,19,4834.39,4,4,4,12
258,4,1609.57,2,3,3,8
177,1,46.95,2,1,1,4
45,16,11833.52,3,4,4,11
410,3,361.94,1,2,2,5
51,1,1035.45,3,1,3,7
17,6,1059.45,4,3,3,10
361,3,677.78,2,2,2,6
423,1,351.01,1,1,2,4
438,2,837.53,1,2,2,5
9,15,6893.62,4,4,4,12
74,14,1757.95,3,4,3,10
591,1,186.66,1,1,1,3
71,2,667.65,3,2,2,7
428,2,714.59,1,2,2,5
353,1,1141.24,2,1,3,6
3,11,3457.07,4,4,4,12
117,1,411.7,2,1,2,5
648,2,336.03999999999996,1,2,2,5
373,1,715.9,2,1,2,5
197,3,2151.11,2,2,3,7
177,3,2629.3900000000003,2,2,4,8
734,1,188.69,1,1,1,3
23,7,1056.59,4,3,3,10
21,10,5692.18,4,4,4,12
725,1,238.05,1,1,1,3
72,4,3416.52,3,3,4,10
340,3,1307.58,2,2,3,7
6,12,4311.37,4,4,4,12
31,3,1029.77,3,2,3,8
646,1,176.9,1,1,1,3
477,4,263.65,1,3,1,5
170,5,1006.98,2,3,3,8
470,1,129.85,1,1,1,3
462,2,98.81,1,2,1,4
465,4,2069.3,1,3,3,7
682,1,117.72,1,1,1,3
117,9,1171.46,2,4,3,9
9,19,4632.2,4,4,4,12
477,1,126.05000000000001,1,1,1,3
10,4,1328.55,4,3,3,10
626,6,1245.97,1,3,3,7
213,4,275.4,2,3,1,6
23,9,1080.0,4,4,3,11
473,2,178.65,1,2,1,4
430,3,1392.43,1,2,3,6
737,1,107.33,1,1,1,3
108,2,212.82,2,2,1,5
26,9,7823.72,3,4,4,11
695,1,381.66,1,1,2,4
139,1,361.21999999999997,2,1,2,5
214,10,1162.82,2,4,3,9
429,3,1194.92,1,2,3,6
38,7,5120.0,3,3,4,10
92,3,686.67,3,2,2,7
414,2,460.08,1,2,2,5
18,2,616.26,4,2,2,8
432,1,171.15,1,1,1,3
3,2,274.15000000000003,4,2,1,7
390,3,1491.4,1,2,3,6
331,2,402.71,2,2,2,6
64,19,5533.31,3,4,4,11
120,6,2179.76,2,3,3,8
35,1,328.15,3,1,2,6
218,1,404.40000000000003,2,1,2,5
172,8,4428.849999999999,2,4,4,10
72,10,265.5,3,4,1,8
1,2,326.75,4,2,2,8
196,2,353.66,2,2,2,6
128,3,428.68,2,2,2,6
44,17,3463.84,3,4,4,11
6,26,4706.99,4,4,4,12
14,20,10705.52,4,4,4,12
563,1,310.83,1,1,1,3
428,4,1703.07,1,3,3,7
18,8,624.63,4,4,2,10
432,6,2037.7,1,3,3,7
28,13,1989.97,3,4,3,10
8,22,26626.8,4,4,4,12
492,1,277.48,1,1,1,3
552,8,2747.0,1,4,4,9
421,4,3517.69,1,3,4,8
37,1,151.05,3,1,1,5
157,1,214.79999999999998,2,1,1,4
284,1,109.95,2,1,1,4
107,3,1526.06,2,2,3,7
25,10,3832.29,4,4,4,12
75,4,322.41,3,3,1,7
16,3,687.0699999999999,4,2,2,8
158,4,842.42,2,3,2,7
44,2,1198.74,3,2,3,8
385,1,224.51,1,1,1,3
11,13,3482.01,4,4,4,12
32,8,1798.22,3,4,3,10
291,1,53.5,2,1,1,4
21,12,2206.49,4,4,4,12
333,18,3279.13,2,4,4,10
18,2,494.44,4,2,2,8
4,41,9985.93,4,4,4,12
63,5,1129.51,3,3,3,9
374,2,349.2,2,2,2,6
198,7,414.42,2,3,2,7
33,4,868.37,3,3,3,9
1,6,2917.1,4,3,4,11
7,20,2379.4,4,4,4,12
5,8,3411.69,4,4,4,12
10,4,896.66,4,3,3,10
32,11,841.74,3,4,2,9
53,1,109.36000000000001,3,1,1,5
12,2,707.04,4,2,2,8
18,16,3296.7999999999997,4,4,4,12
19,4,1548.1299999999999,4,3,3,10
37,3,1362.4,3,2,3,8
2,3,640.21,4,2,2,8
18,7,2664.81,4,3,4,11
82,4,1320.56,3,3,3,9
449,1,157.2,1,1,1,3
33,6,1298.61,3,3,3,9
382,2,309.49,1,2,1,4
66,5,1771.45,3,3,3,9
470,2,104.0,1,2,1,4
9,3,977.52,4,2,3,9
267,2,1308.48,2,2,3,7
247,3,362.95,2,2,2,6
4,5,2131.9,4,3,3,10
61,1,1780.59,3,1,3,7
396,2,258.7,1,2,1,4
408,2,353.1,1,2,2,5
75,9,2910.84,3,4,4,11
90,4,1358.95,3,3,3,9
60,5,1030.61,3,3,3,9
29,3,1102.59,3,2,3,8
323,5,918.55,2,3,3,8
654,1,186.05,1,1,1,3
53,5,1362.27,3,3,3,9
537,3,467.5,1,2,2,5
401,4,1103.61,1,3,3,7
270,3,763.05,2,2,2,6
2,30,5456.5,4,4,4,12
50,9,1412.06,3,4,3,10
61,17,3458.95,3,4,4,11
473,3,102.69999999999999,1,2,1,4
628,1,127.88,1,1,1,3
145,4,1631.15,2,3,3,8
19,3,641.82,4,2,2,8
95,9,3159.44,3,4,4,11
1,39,6628.99,4,4,4,12
265,2,511.4,2,2,2,6
302,2,161.04999999999998,2,2,1,5
70,2,430.3,3,2,2,7
302,2,167.25,2,2,1,5
19,4,533.98,4,3,2,9
13,14,2821.65,4,4,4,12
591,1,231.93,1,1,1,3
36,12,5709.04,3,4,4,11
734,1,130.32,1,1,1,3
19,4,910.1899999999999,4,3,3,10
54,5,647.23,3,3,2,8
57,2,528.98,3,2,2,7
22,5,559.71,4,3,2,9
44,3,719.44,3,2,2,7
27,10,2948.47,3,4,4,11
493,1,35.7,1,1,1,3
45,5,1101.94,3,3,3,9
113,9,1474.67,2,4,3,9
396,1,75.0,1,1,1,3
376,3,526.27,2,2,2,6
17,146,61110.54,4,4,4,12
25,1,346.12,4,1,2,7
191,3,392.06,2,2,2,6
302,1,302.7,2,1,1,4
2,10,1908.25,4,4,3,11
263,2,241.06,2,2,1,5
81,4,657.33,3,3,2,8
106,1,284.55,2,1,1,4
57,7,1117.94,3,3,3,9
213,3,642.81,2,2,2,6
64,1,287.4,3,1,1,5
28,2,384.52,3,2,2,7
29,13,2727.04,3,4,4,11
512,3,1011.5699999999999,1,2,3,6
668,4,242.04,1,3,1,5
381,2,301.25,2,2,1,5
6,5,798.35,4,3,2,9
722,1,310.70000000000005,1,1,1,3
8,6,3856.9700000000003,4,3,4,11
67,6,1023.48,3,3,3,9
2,5,899.47,4,3,3,10
521,1,162.24,1,1,1,3
46,20,3582.38,3,4,4,11
34,4,602.73,3,3,2,8
1,4,-6.100000000005821,4,3,1,8
136,3,775.14,2,2,2,6
198,2,367.87,2,2,2,6
191,3,674.69,2,2,2,6
150,4,1475.73,2,3,3,8
88,4,1009.4,3,3,3,9
631,2,332.17,1,2,2,5
531,2,251.71,1,2,1,4
45,8,1.9000000000000004,3,4,1,8
64,13,4306.72,3,4,4,11
99,14,6185.41,2,4,4,10
218,1,208.36,2,1,1,4
3,30,5715.34,4,4,4,12
730,1,71.78999999999999,1,1,1,3
28,3,814.72,3,2,2,7
178,3,1615.22,2,2,3,7
64,4,102.0,3,3,1,7
21,7,1383.7,4,3,3,10
